Traffic_Congestion,Accident_Reports,Weather_Conditions,Potholes,Road_Closures,Traffic_Patterns,Hospital_Proximity,Road_Type,Emergency_Response_Time
6.8606803680750845,4,3.72872362548246,2,1,4.283968072189881,13.415995102741078,City Road,16.579171539094656
7.202433911480622,4,2.780500081914398,2,0,4.699706420955464,12.938230431881436,City Road,21.40467476656636
7.479443315338828,2,8.895895267234177,9,0,5.401877017037965,10.512656507769616,Highway,16.30499964147764
5.068054393165626,3,5.681298115907517,8,2,7.871196744062279,3.9033445998200835,Highway,24.15329718474114
5.009097768123198,1,7.994269701566211,3,2,3.0831728154771607,4.348764326112155,Local Road,23.53800823957863
6.789771073800651,3,4.324700478450841,3,0,6.896272921419735,3.591707845317896,Local Road,23.082417279542597
5.899783584666591,2,8.29576107934133,6,0,7.013259186244112,6.089750597909632,City Road,11.068874989723419
6.21180126354622,2,2.8954874161722426,1,1,7.79193468213982,4.627937605924533,Local Road,22.813870923309093
6.774756016616607,2,4.847786990358822,7,0,8.596517634361879,6.120576483029207,City Road,21.72453168164816
7.340032050905398,0,9.824494543788228,5,0,3.120827093695739,7.62069666862754,Highway,11.552694205091965
4.027970941109215,3,8.351917730944049,2,2,3.9227022330792973,14.315793408853628,Local Road,11.611214881543328
4.253497715839664,3,5.978047442517505,8,0,8.317027764335958,10.324512717380305,Highway,11.517457172763118
2.563891639045214,4,4.718219772495081,4,2,5.751111373122092,13.019685428195547,Local Road,10.169988898067313
5.469680845977043,4,8.977085600179812,7,0,6.387543833600781,11.524218008547987,City Road,18.229514577918753
2.2156536427804525,4,6.358782072676125,6,1,6.9781632223388845,4.350037566319581,Highway,24.600914371540647
4.793588108794761,2,8.067400142952888,7,0,7.0743996269738245,11.831044876487386,Highway,16.5802705434969
5.25586780824546,3,8.032861442529313,6,0,8.590442419899048,6.301186578709493,Local Road,18.111362528310345
3.7192475127697064,2,2.1435654285479346,2,0,8.981696504470019,10.669294163936476,Highway,24.519546951549334
5.5449995634140645,0,3.0100302623409076,1,2,7.320944765585642,7.091543683715862,City Road,13.82773343161346
2.1830014996342966,4,7.277034931157938,6,1,4.723327255230905,14.97206715917591,Highway,22.877053788973946
2.2240891324952865,2,3.2929584902869715,2,0,8.278514413766061,6.162617753961333,Highway,18.19585700817604
6.9356033639579495,2,4.0439467572448375,2,2,3.2953254872445696,6.349565649291236,Local Road,18.542147719945163
4.161143848467577,0,9.573103633596858,1,1,4.386485117246977,14.16806706674878,Highway,15.147607858109254
2.762363075911309,1,6.481458066999295,3,2,8.38431430478229,3.295732855635872,Local Road,18.42376541450362
5.133459560328826,3,8.005836055994777,7,2,4.53714908663613,11.360267854478362,Local Road,11.097137642174259
6.619961318591665,1,6.463845910261119,0,1,4.323906357730491,11.703916688830537,Highway,21.46965358921168
3.2949261649810593,4,6.420108918261802,0,0,3.8287517588414834,13.036542928924792,City Road,14.270316423164076
5.737342854914002,2,2.753215281005583,4,2,8.1546705458815,14.693271727661704,Local Road,23.314124942409325
2.512084789962608,0,4.749305540872824,4,2,6.000349555146521,14.70722302987983,Highway,15.517760419111877
2.310090327011646,0,4.259447189492094,0,0,7.049359218324929,3.7833210907975667,Local Road,12.142361657303239
5.188127789408888,3,5.125826924908906,5,0,4.434398304450178,12.86207187303483,City Road,20.438223615527274
5.243810729660639,1,8.386753505794626,0,1,7.548242526067299,10.755719203888576,City Road,12.468672170702543
5.824579408989239,3,4.975461343334919,4,1,7.560033269772591,10.768105612477093,Local Road,21.305207733144854
6.35654800233597,2,5.613574553853462,8,1,4.875588149449801,4.540199119376338,City Road,24.521683546091747
7.855112476775208,3,5.179051123882532,4,0,5.464095798061697,10.802245997347839,Highway,21.693293031928924
5.097802089807172,0,2.747263775802365,5,2,4.258141664581205,14.789790967214973,Highway,10.33673872646987
3.937738837647476,0,5.52857726600627,7,2,8.859366139937425,13.941822834473363,Local Road,18.99828682079162
6.771117168612222,4,3.5648741843561202,0,1,6.87361546235047,8.269567929658207,City Road,20.431160064545864
3.6249935075724453,4,3.493786366184332,1,0,8.607263284293094,3.479375679433132,Highway,22.381874886944278
4.633828524233817,2,2.752288835474131,8,2,4.820313261774799,7.347521880002458,Highway,10.840034634085002
2.470738288053596,1,4.853367793134118,2,1,7.691345477981338,12.916683739206663,Highway,17.201617419284297
2.152104460492745,3,8.059855078315339,5,2,7.595151863308452,11.417989217581992,Local Road,18.030563089575914
7.77589048806755,2,4.211533524667169,4,2,7.149933911199249,8.512123867127476,Local Road,12.53687293966267
7.015880723073235,4,4.4987928150841086,1,0,8.793833851600802,3.661218421905973,Highway,14.836747145659745
6.175845236562187,3,7.141397261379389,6,0,5.361332016637894,8.12273673387963,Highway,16.603325893842477
4.45371766648562,4,3.566726500695351,3,2,3.7843039415385435,8.628299276614602,City Road,22.498145319367023
3.039765920425075,3,9.175663443388274,0,1,7.030253155464365,14.14266639472963,City Road,23.941113491053102
2.938622256026516,1,6.161524186012436,3,0,7.375858802863237,10.693033242985914,City Road,19.426342433765093
3.501457388987572,2,5.580823522561736,5,2,6.450363440752888,6.739834999855787,Local Road,15.92417779032193
5.295359988236723,3,6.462561535433611,6,0,4.240907358800378,9.303819173408657,Highway,13.810465266984789
6.287575536200374,0,3.3282745073295636,6,0,6.026735650016132,3.792663693865921,Local Road,24.732027766542256
5.961184260306387,0,6.90778510911341,6,0,4.873138419414777,14.670818827796841,Highway,24.74529997114538
3.679603381675657,3,4.9048058930720835,2,2,5.564799169000135,7.320718823168712,City Road,23.87465422352552
7.729191683979165,3,9.17749072771695,5,1,6.871311455067984,8.734408258957629,City Road,21.78503724816729
6.4273815001746115,3,3.350833653421489,7,1,7.4712884561450075,7.263407690843071,City Road,14.886693156184274
5.326124315068404,0,6.056408830923528,3,1,4.3933481454080585,11.190140761394401,City Road,22.25500725246446
5.670324477406114,0,6.784901034952144,7,0,5.43195216388172,10.946785899955117,Highway,16.13189525906759
4.517600374566739,3,2.26706881429105,1,2,4.614969425949775,11.583867726349627,City Road,14.901596472325679
3.4863859370069448,4,4.909544998049122,9,0,4.191789683171215,6.21771875534305,Highway,21.172980376994193
4.135836071907569,4,7.861081877606662,8,1,7.7003233199750305,6.788021773968792,Highway,11.194808914306343
6.547076662786215,1,8.563020059591786,8,1,8.455516166621955,4.503014773154495,Local Road,10.728440849434925
2.086360931778535,2,4.505295958538259,7,2,5.22139311410746,10.866119662153352,City Road,16.719305457717784
2.696435843041497,4,8.38874617906201,9,0,7.507673546242601,3.4775655280278306,City Road,16.684582012332427
2.2760158521305165,0,9.742047016827112,9,1,8.381971736186467,10.172188026281509,Local Road,23.434662295957523
2.244372813913821,4,8.854991488600753,0,2,8.07674526318139,13.436350618219606,Highway,11.892296444317251
7.132763504066043,1,2.9411519052746016,1,0,4.096880331235355,13.689985779475602,City Road,11.849258911786192
6.221947156280142,1,7.917842656684325,5,0,8.737751289080169,8.38845312443954,Highway,12.211789007123517
4.845042974523951,2,4.557334659524358,9,1,5.260058642576775,8.511644258556885,Local Road,10.44604391941904
2.5870049639060086,4,9.907327915296612,4,1,5.035443967043018,3.9236301960962083,Highway,11.075976067223625
4.949695250700994,0,5.882871865279097,8,0,3.374587963666682,11.04918030531643,City Road,19.898048002435587
4.840830624683394,0,2.9794711868715282,4,0,5.917041924629298,12.855113044474146,Highway,16.473764936762638
3.039211219460091,3,7.801484384219126,1,1,3.6540816938455722,5.9358606552565565,Highway,21.454046006320205
4.603109895427838,0,4.584089587089711,9,0,4.491238925564556,8.055610579600376,City Road,24.888965778724902
4.39102840638424,2,9.976625256653293,3,1,4.9016557306036885,13.066072041183244,City Road,19.88552021648502
5.695100588313299,2,9.838259662836176,8,0,7.8529579409501045,13.525445611947456,Highway,10.756833559301857
5.810561905205863,0,7.2490721441646455,0,1,8.25293190237538,5.918159763170712,Highway,11.568442971315122
2.271824058632267,0,3.0386115916137406,0,2,4.8147979047688185,9.60684761449637,Local Road,23.215061272220616
4.247675687758827,3,7.4948879814002325,6,1,8.152188727467443,5.309917807629924,City Road,17.912439168373922
5.755159494285419,0,2.7442438916802177,2,1,8.143385624218746,4.222545169674678,Highway,22.3725573909361
5.018817551480526,3,2.2349132728191385,9,2,7.587905702309241,13.93344601670349,City Road,22.849185043373893
7.138939047129933,3,8.583667569771888,1,0,3.8801706840910892,12.84609005078531,Local Road,23.91511812249279
5.95216178971367,0,3.678023581469451,8,2,7.1419370814043734,12.120418821638086,Highway,24.24743808229549
2.977606562488578,1,5.032217009752779,2,1,8.670144387483413,3.585195825757685,Highway,18.322386947549592
2.4234124844025793,1,9.787659119809385,1,0,7.095242872602943,13.12474551252309,Highway,15.115302583840508
5.854515669237894,3,4.694724014888826,7,2,4.989701094647003,8.256528910864604,City Road,24.427973115219977
2.1590678632497307,0,4.371918250266522,9,0,6.003475904584988,7.108741479550316,Local Road,18.21109609001838
5.51465348764078,1,9.345663996982202,5,0,6.874350260106322,9.557716332304517,City Road,10.963790844319165
7.641381448549746,0,2.885987562551665,5,2,6.063422452371022,4.09623891268267,Highway,19.641648250897973
5.452845067255273,0,8.076659280917054,9,0,3.719717650385819,12.079758592228785,Local Road,18.81527125592516
4.329019557239132,0,9.904524533222192,6,2,4.872384267912124,9.98922092265955,Highway,23.43689309342059
5.859729310654119,4,9.21036808619719,6,1,7.814376183321795,5.23908116247801,Highway,19.797807837367188
4.749517342949099,0,7.213343349651407,5,0,8.168508276573105,5.258786397228548,City Road,15.235786366923271
5.273700735895609,4,4.512486359941856,3,1,3.8238001962934214,5.210983818872091,Highway,24.49338588558731
7.648788852659151,3,4.034575849426534,8,1,8.714320514392348,3.684028650623208,Local Road,22.024292289730504
4.316615826804646,1,8.554040838971689,5,0,4.972935707091656,10.053581392460217,Highway,19.456264275720315
7.767143382943486,1,9.038575311613563,3,2,6.97388243238432,13.084178131062098,Highway,14.393878051046844
7.432103851736382,1,6.203479300365543,2,0,7.510950875740087,3.209978567848663,City Road,15.603104444714432
3.1747468087357786,1,3.954719526291729,3,1,7.871677407827301,3.5880557396552826,Local Road,20.04954886144985
2.4161678052509927,1,2.9035456672893885,2,1,8.67449821335558,9.87324332024335,City Road,11.079712276949826
2.60466800826456,1,2.6974357426546494,1,2,4.877517288172935,12.833948224632628,Highway,13.850208874753953
2.109330953909298,1,7.752619578830845,4,0,8.151038727309327,6.920866686823603,City Road,20.70851400094897
2.56665776453557,3,5.3609498227818,1,1,3.7901214206172424,7.1953727856926655,City Road,17.200277647669314
6.098040640498141,0,9.242878994222963,5,1,7.230245438121557,10.156157969961312,City Road,16.035903472216454
2.427131890761374,2,7.9173704058141094,2,1,7.451866377083915,6.290554669489763,City Road,12.271864336006217
3.913853781762568,4,3.5300833433166936,5,2,7.066339447207922,3.3193003929322096,Highway,16.627735517165988
7.069251865816727,2,6.910219350525592,9,1,4.513888416810918,11.822742217219153,Highway,21.560379561403508
2.139631614414955,2,5.484043635185275,8,1,8.23825888209122,10.507798955297437,Local Road,13.960192691078396
6.886810895533615,0,6.617997846148905,0,0,4.01315078022237,9.96907198866791,City Road,10.080978132755162
3.6911286486403996,0,7.904552986708137,5,0,3.321808749124985,11.900209547901877,City Road,20.02757351726474
2.7089889657299375,0,8.449567048030326,8,1,7.304789943671473,11.10277005074445,Local Road,24.58939906648829
6.180422992184904,1,8.749898611253794,3,1,5.852854291396402,5.470583858139854,City Road,19.10239845382874
5.773657080679304,3,4.031798996576198,1,0,8.094588119752057,7.229772563320214,Local Road,11.798827883906952
7.264832081162318,1,2.2489247993388615,3,2,5.300382846349554,4.5133217001435,Highway,14.810996385170096
6.410426262823314,3,7.914357881318185,0,2,4.009671531046277,4.558284161014573,Local Road,23.01462422080335
6.820885582309091,3,2.8507498100461968,2,2,8.01865315481922,11.114348956278471,City Road,13.488521113852428
3.692207435427839,2,4.519356708903741,9,2,6.29345778984043,13.303201283789978,Local Road,19.11543855246412
3.064637262678337,2,2.030537072994777,8,2,4.135174754342129,14.552791006333669,Highway,16.040068123809966
6.50368850984515,3,7.4533558592129605,9,2,7.322303991518675,10.540165410593332,City Road,13.117655821294736
6.841008435603584,3,3.33705609176977,4,2,6.066681830937004,5.209215880331484,Highway,22.201103403470196
7.94303085200404,1,7.2422592775332655,5,2,6.625877893441919,4.267804145387169,Highway,21.142469146985356
4.475706061468559,1,9.933940937342712,2,0,5.765390029239491,12.754211658441093,Local Road,19.92386598938898
4.232108514756699,2,2.5813669728801303,4,2,7.972253902908038,9.945077716319991,Highway,13.545048854031268
6.658477764451981,0,2.6166240956116855,7,2,7.977376294098299,10.419420252164638,City Road,11.46785504074675
4.0448212415181075,3,4.723040741333399,5,2,7.256332930946318,12.37754506505651,Highway,18.642389947389493
7.584543953621388,1,8.931092114010736,3,1,3.632408264378774,11.43932673278942,Highway,18.3051675030915
7.150476511058071,2,3.7242389503306548,1,0,8.033123171424414,13.01349903427316,Local Road,12.825775140023095
4.5739641642501105,1,4.8830225594427805,8,0,7.026077883197459,3.6745668655185417,Highway,10.843700414727587
6.505226406748984,3,2.5480432530158366,0,0,7.182144996025797,11.970247640958057,Local Road,11.21062681290979
6.527257244508094,3,8.105242330071114,0,2,5.17789704242323,13.210233087865145,Local Road,24.891564797691007
2.6187432130155957,4,5.266450742075609,3,2,8.27567733694204,6.433620509499772,City Road,21.753758421143253
7.4153174400774,0,8.073989864486743,6,1,7.352229601409145,10.685367287919034,City Road,23.82981213947759
5.031514234687143,4,9.228862754774362,0,0,3.675542799175167,6.769944766043665,City Road,12.92582083354545
6.9587447966464495,2,3.86210517681031,8,2,5.446668206436976,14.495652797789448,City Road,24.408528044851526
3.9202976061836705,1,8.45916824271961,3,0,8.318282171760849,3.401082869226045,Local Road,12.139815272097431
7.373139370977203,2,2.472751120626026,2,1,3.283180210184274,9.957514125995461,Highway,17.636227428497065
4.335210072404979,3,9.19077910544198,0,1,8.768499717852297,4.998042564594181,City Road,22.44543526625596
2.06502590888179,4,7.206148380469979,9,1,7.074975409917377,11.546642462125904,City Road,15.24705031767369
7.4322918585155815,4,8.993813793106813,3,0,6.788255865860259,5.110683401023945,City Road,16.372427997653507
2.5477200607168013,4,2.001507196452655,8,2,4.623355538927949,5.824599142780291,Highway,11.922776654486468
3.915881825542489,2,3.35264856284794,9,2,4.492750732435063,8.932449732549097,City Road,11.843828199984591
7.700371802304829,3,5.118075099411937,5,1,8.652349316931573,13.978019399962538,Highway,19.293523371679896
7.703642881625337,1,5.036023226997749,5,2,4.789634725404737,5.54057246577565,Local Road,20.13298552930085
5.440627328739716,1,3.8138430633880853,0,1,7.653031780313996,4.730880253417242,Local Road,21.6599877112329
5.791023273018796,2,5.052895518937601,9,0,5.358730789242475,12.107721982248368,Local Road,18.350230790226302
4.690673131869919,4,3.0307896960020386,1,1,3.8355244247082236,9.007434388007171,Highway,19.68638938391959
3.759264630188387,0,5.302089034128208,5,0,3.064291786172154,13.941421348581256,City Road,10.2027590754958
3.9719872722194958,2,8.418834633274113,1,1,6.265544022091505,4.759374685918107,City Road,12.432560907057821
6.03511073646223,2,5.83256050482681,2,2,8.854672911293596,10.751134716276471,City Road,24.77372149025357
6.51424717662608,3,2.14400071156172,3,2,5.214817162855227,5.79454975382178,City Road,11.139902594737476
6.749474262355092,1,5.371552332633979,4,1,5.143154003958269,4.881125143819672,City Road,20.181823333903672
6.737708856767323,2,2.2174001287267533,8,2,5.064549707096653,11.201152981887246,Highway,12.641239495475745
2.547236618292142,2,9.729947285654386,3,2,6.123263023829151,10.124215438904798,Local Road,20.75077878651463
4.966521828215489,4,3.0196316753829517,8,2,5.643989300545761,12.057929500347974,City Road,20.5898560444299
2.3453525600998657,4,7.66150661064495,9,0,8.279487760362088,6.713550917354189,Local Road,13.512985896821352
5.297173293942413,0,9.782210583136687,2,2,6.033124750340942,8.37565987658628,Highway,14.044515988288062
4.6491830082402625,3,8.608312413332575,7,0,6.046547029131412,7.865660115965022,Highway,19.821560704031324
7.326225096549798,0,7.594523001009629,0,1,3.8302295683233396,14.80907356759817,City Road,15.851290581703203
4.105490075312472,4,8.715687276006136,8,2,8.896437245462316,6.506987480872654,Highway,12.918219545498669
2.702402098565635,1,9.85438954608502,8,2,4.499837345212978,6.5378068601612025,Local Road,20.975193981812225
2.857950092317015,4,6.970755978028237,9,2,3.440184404757616,7.254578505943289,City Road,12.312212865045012
6.569063790304833,3,6.473478454634612,1,1,6.978877493851253,9.775128975483858,City Road,22.8346549621742
5.709308379897566,4,7.025904883706251,3,0,6.572198220941236,6.027872931164943,Local Road,17.72004286077741
2.6067360567367412,3,6.26140709409244,7,0,5.490873923956475,13.983479284551287,City Road,11.58550905818951
2.5046408366899846,3,7.08071284727775,6,2,5.533153403284068,6.188226778395162,City Road,20.411085002964768
6.20581478875472,3,5.598737663780474,0,1,7.710383526278587,13.749788778722337,Local Road,17.787445593618106
2.436578038185161,3,3.747545463066457,4,1,4.174275840597894,4.241700763759016,City Road,14.470863576922142
6.931160355742137,3,2.961977812093405,6,1,7.921519913669338,10.878752428795828,City Road,16.33809070335782
6.237453362938977,1,2.546727484258083,3,1,6.892482683370109,13.883826221258925,Local Road,14.475066153812481
2.4880926838513986,0,4.106526270025601,0,1,5.513818642677146,5.024993260778754,Highway,13.94538753614176
2.5090262845111515,2,2.3689885146858707,8,0,5.748171699503212,14.61992352119106,Local Road,12.454126312655683
7.919837471007053,0,6.537366239355085,4,0,4.5398832431165745,8.43460032498614,City Road,15.441506997062138
4.245624774536722,3,4.270627576188162,1,0,7.512685996181849,14.348581301292294,Local Road,13.764808094741062
4.223852882401346,1,8.596278464696258,7,2,6.077248453831606,11.121840523560564,City Road,20.251517305808754
6.876797403545016,4,2.5939269839070915,1,1,4.925127256499062,6.6190424384826185,City Road,20.258151117449593
7.683491464303152,1,3.8108119547318875,2,2,6.576300694565702,5.259630299005277,Local Road,17.527603638334575
7.916006382937225,3,7.841969176721167,9,1,8.974406712307939,6.644820554701193,City Road,21.669167912054817
6.52026911155365,1,6.790466371067931,0,0,5.611573677939323,4.1162089111521,Highway,22.620095785090722
4.257557513185494,1,2.5159301699933403,1,2,8.524148404671717,4.726415596119957,City Road,18.6964968615141
2.5010043001920126,3,9.017915657297603,6,0,5.070101039547397,4.255925284157774,Local Road,19.284027441451506
6.662881495564621,1,9.018094102609435,9,1,3.3283962415499153,8.075322524898693,Highway,14.243288646795477
5.350425498414831,2,4.643264031006191,1,1,4.225452638210573,12.546940515091038,Highway,23.423038010582797
4.5453320554818575,2,4.723246746796518,5,1,5.512170859966105,4.696602650596082,City Road,10.363090666337948
7.438126310568416,1,9.91222686680139,2,0,4.317809571567414,4.56384519806803,Local Road,15.229037041642684
2.6671848938369083,4,7.009409372745106,3,1,3.0013622293095334,10.72114739420797,City Road,20.82700632324784
4.955750625745155,3,6.250532164544473,7,0,8.490009226485164,5.366195783616796,City Road,11.201342645067419
2.068121868604514,2,8.705217468415395,2,2,8.063276467385574,4.1713204573079,Local Road,12.74754291142439
4.811963851964758,4,4.2823227068585314,9,1,7.453753388921683,5.002182938466932,Local Road,18.839285917942767
2.337819654091024,1,5.433460747170855,5,1,4.006887573876172,14.084776750521314,City Road,18.39990507195337
2.7129074976084313,4,4.142213403906673,0,1,3.722181457259916,12.85765503331429,Highway,21.083924441964324
2.7051574806626295,0,8.313286772709851,6,2,3.405628496834299,7.248774748261129,City Road,22.189189586322577
5.895261812696381,2,6.586794765081744,7,1,7.3441751326375275,10.869849207928713,Highway,11.928693677675037
6.476269275592539,1,7.270600561120564,7,0,8.572847764127312,9.447308084016457,City Road,10.275714846628631
5.500212590582958,3,4.018457998715252,2,0,5.583214925478222,11.125491161790768,Local Road,20.34457779488359
7.773035290847251,1,3.761802411018521,9,1,3.714844031976289,11.192053829553112,Highway,14.520876936495387
4.249223477142224,3,5.90699703186351,0,1,6.07435692439264,10.544808180719915,Local Road,19.389758708769303
3.7142725176911644,1,7.900525992742614,8,2,5.092991444751781,6.193216422447703,Local Road,12.25816882093337
7.211594769136761,4,6.201918060161281,5,2,5.248949546099986,3.4680770491538175,Local Road,17.035600699989445
3.341575031116716,4,2.261165420365349,8,2,6.727983744934244,8.466801383881306,Local Road,17.566371190951553
7.779335236643668,4,8.948412050562311,6,1,7.312308679573214,13.691686616288447,Local Road,18.77616724559824
2.072926848138898,0,2.5174951481210526,0,2,3.663621593238965,9.83396710222291,City Road,17.697550244958464
7.819272960245835,3,9.646595869766017,0,2,3.2135413848388583,12.988692500422895,Highway,17.43536155343071
2.2589594717034567,4,2.201135666218182,5,0,8.96598181611429,14.899492115534738,City Road,14.991012309757833
7.346858682188427,0,7.55560364904567,4,2,4.396370093493311,4.963394449659315,City Road,11.067703544771293
5.166206654517799,3,2.6576565096942533,8,0,3.3229831494507547,11.301331669703789,City Road,11.342802951952635
7.957788776715802,1,9.285412635481116,1,0,4.13925197457552,11.091522884400295,Local Road,16.506674116107305
2.442779388412393,0,5.715465889804342,7,2,3.2337470780907855,14.759465368299342,City Road,15.336896917314895
5.323125706407925,2,3.100190198536123,4,0,5.35086536770303,14.827208807433603,Highway,17.742022070117468
7.815815213714593,0,4.726525598318773,1,1,7.814410706707946,11.240143340689553,City Road,14.572572538844003
5.138587065020893,0,3.3185974027740963,9,1,5.047466698546324,5.923377503786331,Local Road,20.318651371829866
5.776391828811575,3,3.36465529245672,5,2,5.6651004412702,12.582670057567189,Highway,22.95932233014266
6.1744921339077035,1,9.584866561371538,9,1,7.053520641404633,4.284349610532457,Highway,14.482947831803015
4.727246388606639,2,5.561968898278305,7,0,6.053364420419281,12.368391650059545,Highway,12.89476011908543
5.765348480504381,4,8.310418111242877,3,1,8.168674116127946,13.922353489736357,Highway,11.742708613811336
5.505885871538601,4,7.116844489421455,1,2,8.19621405027454,7.594000737221223,City Road,19.243810608562185
7.406948062945934,0,7.411410898707138,4,2,3.059464172946922,10.567623539796966,Local Road,16.657839867108542
2.272678282048747,3,3.053547507776308,1,0,7.668277838899195,8.161712785161916,Highway,12.820235757944335
3.685779137553382,3,3.8734755745238854,1,2,5.764401601450043,8.253180659857541,Highway,19.79705099937783
7.702468904459352,4,8.294002681235495,5,1,8.933043247821978,6.724450669297441,Local Road,12.227247745079266
7.341582703345498,2,9.766129651798263,9,2,5.899392455252611,12.145555445403895,City Road,18.31451058771929
4.733940516714277,1,4.101405140789214,8,0,8.921375672329784,14.234118769998062,Highway,17.907225724378968
5.720795586809221,2,4.172550118008319,3,2,7.52741616723442,14.289010310813534,City Road,21.013417017791248
3.6642870978867963,1,5.783177062487239,5,1,4.491629307679838,5.097375418499206,City Road,10.82664459911
3.128726958342568,4,9.870722502843503,6,0,6.230369875721746,13.496923795878793,City Road,23.318093977769955
4.782190429639893,1,4.1516715666117685,5,1,8.952813836871496,11.849177297125465,City Road,20.544875892202292
4.120113368156317,3,5.255775277074111,7,0,8.145183646511542,6.034048808283471,Highway,13.241889975231434
5.501936671105232,0,9.131840124988054,3,2,3.5842013627473266,3.8074153550581746,Highway,12.751080229146094
2.4664078217899092,0,2.023368260970896,0,0,7.238231980859976,6.215967202612536,City Road,16.47490321215675
7.846368845996999,4,2.3181277199085564,6,0,5.073477515224878,13.946498841378308,City Road,22.263479943168953
7.917264466877617,3,6.832573416569754,2,2,3.0418935712820887,10.598144098749268,Local Road,22.644249897086606
6.18897028411847,2,9.259041317702776,5,1,5.4208858141619976,11.652655930774461,Local Road,17.806841382090745
5.216578198064722,3,3.9108532832154212,1,2,4.408526530349828,6.08582821330915,Local Road,22.912162940301062
3.8571656977179662,0,5.757134197445672,8,0,7.913215623122829,11.632657866897844,Highway,10.08165563787536
6.882770118241692,0,5.603722413262546,0,2,5.023983653074593,3.337458075335085,Local Road,10.52761947297395
6.108387035323275,3,5.783770768764081,5,0,7.965142163722902,7.5038561492761655,Highway,23.67732390455114
2.975701636069348,3,6.9801575658379615,5,2,3.003587633008772,10.521040182507974,Highway,21.62997894828874
7.465563106963055,0,5.75795010392547,4,2,4.846914900156715,4.753158786495843,Highway,16.760590873755785
6.9352234575390135,2,5.579745130579663,4,1,4.446991285846572,12.876042893363216,Highway,21.304151972169805
7.698799479751544,4,5.794307363450084,0,0,4.401404166411666,5.820375585743024,Local Road,24.334591925851324
6.35431705033016,4,6.726939530168332,9,1,3.409119718592776,10.827373353821354,City Road,21.581342858219276
5.680491175614739,3,6.296059906810867,4,0,4.12274562246301,7.862365710903957,City Road,22.63557000727483
4.509458217743713,4,8.833087981204034,1,2,6.33329741931372,10.152523145731767,City Road,21.409098720850928
7.59637090012408,0,2.395974827949333,6,0,4.748166437026467,4.289406631546898,Local Road,12.523166386503124
7.19638333700245,0,8.6665365717841,2,1,5.504368693974888,3.202953599059288,City Road,22.503611644686053
2.2713120206371364,3,8.751396900893791,3,1,5.261201282083131,13.914773128563613,Local Road,12.926632300363151
2.158201846983512,3,4.279264172247687,2,1,8.255429549999366,6.2355601052061935,Local Road,23.389169920662205
4.258780201268298,3,5.702815640126805,2,0,8.431793994063092,12.83612403336551,Local Road,16.87974847121614
6.863319984690998,2,5.508307908299484,3,1,5.95774182993516,14.992203605666402,City Road,20.154651284665427
7.9236567758896665,4,3.7480786748330424,4,1,4.980935701893626,5.5371750959869335,City Road,17.45861271820965
2.902501346621169,3,5.174374776690532,0,1,3.6408042240141816,6.182048894200268,City Road,11.40986394124903
5.564784292112811,1,2.3551021773668355,3,2,8.72041727629257,10.954317451615989,Highway,14.360834614309976
4.285345139786129,1,4.222576582253875,7,2,3.3613616694017847,14.585383615207455,Local Road,24.75597780995509
7.819486386887619,0,8.533457403605745,9,0,4.785901665409683,13.989772178288927,Highway,24.41072127504726
7.052713538814253,4,4.27649841410318,6,0,4.788397207020025,9.03450624078702,Local Road,14.80730346483321
7.029972228266827,3,8.54565334998598,8,1,4.922407716841289,12.541323390320695,City Road,24.944452063678387
4.812158958769822,1,6.252795716835447,4,2,3.9857210596344554,4.628950237198813,Local Road,22.683267932453496
4.488917014025991,4,9.03890141888928,9,1,7.6989685855421826,14.729258210448148,Local Road,19.16439249148382
3.6404424315842374,0,6.5982364341153215,3,1,3.734987171795935,14.572238808431837,Highway,10.601869303915143
2.3382529799055627,2,2.2373457845179185,7,2,6.809439954918977,4.964747494550052,Local Road,23.521702443075693
7.188334257530319,4,7.403361660376714,8,2,3.7430761602349047,6.59307749763728,City Road,18.361439188964795
6.877406054780465,4,2.3588285441885493,6,2,3.423213825557739,4.201859970081204,Local Road,23.027142268041544
7.998306039716784,2,5.604776151865072,6,0,8.456577022115258,6.260611186778156,Local Road,22.516436798586135
7.979821022443432,4,9.435413555784912,4,0,4.140772597912234,12.79146947298248,Local Road,22.49509322801629
5.332590233615765,0,3.3216315147028013,3,1,7.927500927358226,7.539787285983113,Highway,20.472607910723575
6.613924491083063,0,5.118978823532353,9,0,6.267785226642815,4.0607636057611005,Local Road,14.371227080140729
7.668594379294568,2,7.838882470787827,0,2,3.467139117652618,7.106706297346855,Local Road,15.042403866167799
7.097884344064469,3,9.058068448758782,9,2,8.732689148628404,14.776600010895361,Highway,14.627038188740295
3.484088610459186,1,7.367544037940063,9,0,4.481767001951355,10.556203143110436,Highway,10.30068999298847
4.703264811860561,3,4.065386033529354,6,1,8.157872072115639,7.993931356873893,Highway,18.73853363822217
2.77495649090897,4,7.396862823329729,0,1,4.012860034707385,4.99846216196724,Highway,20.482505056690492
7.724306163552335,1,4.37382112883272,0,0,8.123657292851117,14.834121567404338,City Road,22.807989902878052
5.63704780670528,2,7.747433838549882,4,1,3.079372877431764,12.850188111157545,City Road,12.102481500740955
3.371856833020776,2,9.632265020680325,8,1,6.070682739416884,6.377727629411033,Local Road,18.162747234652027
6.03020410643514,1,7.771147608850306,5,1,7.616655476529341,3.8408243486542735,City Road,10.120122110106744
